2017-07-20 10:46:57 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive_card?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/accesstoken\/get?t=1500518816","param":{"id":"vip","secret":"iwide30vip"},"timeout":20,"usetime":0.15495014190674,"result":"{\"data\":\"a45e71208a38632e893a98a376d57025048894751bb07e3e32a9a6191bc50c75138a116b73064f73\",\"expire\":86400}"}
2017-07-20 10:47:42 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/member\/notify_new?t=1500518862","param":{"inter_id":"a484619482","token":"543aa80aace6aa58cda2fb5f0b482b4240be3a6f010677379f732391b5e0cae2bd456f3b320efb7d","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":0.10913705825806,"result":"{\"err\":\"0\",\"msg\":\"ok\"}"}
2017-07-20 10:47:42 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/save_memberinfo?t=1500518862","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo","data":{"nickname":"Mr.plum","is_auto":1}},"timeout":20,"usetime":0.12433409690857,"result":"{\"err\":\"40003\",\"msg\":\"\\u4fdd\\u5b58\\u5931\\u8d25\\u6216\\u6570\\u636e\\u6ca1\\u6709\\u6539\\u53d8\"}"}
2017-07-20 10:47:43 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/member_template?t=1500518862","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":1.1314070224762,"result":"{\"data\":\"phase2\"}"}
2017-07-20 10:47:43 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/adminmember\/get_custom_field_rule?t=1500518863","param":{"inter_id":"a484619482"},"timeout":20,"usetime":0.093273162841797,"result":"{\"id\":\"12\",\"inter_id\":\"a484619482\",\"value\":\"{\\\"balance_use\\\":\\\"t\\\",\\\"credit_use\\\":\\\"t\\\",\\\"credit\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5206\\\"},\\\"balance\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5e01\\\"},\\\"inter_id\\\":\\\"a484619482\\\",\\\"config_id\\\":\\\"12\\\"}\",\"createtime\":\"2017-03-27 19:30:51\",\"last_update_time\":\"2017-04-06 10:20:14\"}"}
2017-07-20 10:51:39 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/accesstoken\/get?t=1500519099","param":{"id":"vip","secret":"iwide30vip"},"timeout":20,"usetime":0.093455076217651,"result":"{\"data\":\"2d064af06a208a47cae9475c2e4b685009bdd596427d32c0cc3cb37590ad2b43e80f2cb15ba0c0a4\",\"expire\":86400}"}
2017-07-20 10:51:39 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/member\/notify_new?t=1500519099","param":{"inter_id":"a484619482","token":"2d064af06a208a47cae9475c2e4b685009bdd596427d32c0cc3cb37590ad2b43e80f2cb15ba0c0a4","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":0.12246799468994,"result":"{\"err\":\"0\",\"msg\":\"ok\"}"}
2017-07-20 10:51:40 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/save_memberinfo?t=1500519099","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo","data":{"nickname":"Mr.plum","is_auto":1}},"timeout":20,"usetime":0.23687696456909,"result":"{\"err\":\"40003\",\"msg\":\"\\u4fdd\\u5b58\\u5931\\u8d25\\u6216\\u6570\\u636e\\u6ca1\\u6709\\u6539\\u53d8\"}"}
2017-07-20 10:51:40 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/member_template?t=1500519100","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":0.12999701499939,"result":"{\"data\":\"phase2\"}"}
2017-07-20 10:51:40 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /membervip/card/receive?id=a484619482&openid=oX3WojklzII6FwXZkN2ob0MpBzHo&card_rule_id=65 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/adminmember\/get_custom_field_rule?t=1500519100","param":{"inter_id":"a484619482"},"timeout":20,"usetime":0.082592010498047,"result":"{\"id\":\"12\",\"inter_id\":\"a484619482\",\"value\":\"{\\\"balance_use\\\":\\\"t\\\",\\\"credit_use\\\":\\\"t\\\",\\\"credit\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5206\\\"},\\\"balance\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5e01\\\"},\\\"inter_id\\\":\\\"a484619482\\\",\\\"config_id\\\":\\\"12\\\"}\",\"createtime\":\"2017-03-27 19:30:51\",\"last_update_time\":\"2017-04-06 10:20:14\"}"}
2017-07-20 10:51:43 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/accesstoken\/get?t=1500519102","param":{"id":"vip","secret":"iwide30vip"},"timeout":20,"usetime":1.1146399974823,"result":"{\"data\":\"5dba574d6877e6368d0c3add9fffe40a5de80d6681036a3c468c696361501521c8173d8b15da8c02\",\"expire\":86400}"}
2017-07-20 10:51:44 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/member\/notify_new?t=1500519103","param":{"inter_id":"a484619482","token":"5dba574d6877e6368d0c3add9fffe40a5de80d6681036a3c468c696361501521c8173d8b15da8c02","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":1.1383299827576,"result":"{\"err\":\"0\",\"msg\":\"ok\"}"}
2017-07-20 10:51:44 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/save_memberinfo?t=1500519104","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo","data":{"nickname":"Mr.plum","is_auto":1}},"timeout":20,"usetime":0.11578989028931,"result":"{\"err\":\"40003\",\"msg\":\"\\u4fdd\\u5b58\\u5931\\u8d25\\u6216\\u6570\\u636e\\u6ca1\\u6709\\u6539\\u53d8\"}"}
2017-07-20 10:51:44 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/member_template?t=1500519104","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":0.11491799354553,"result":"{\"data\":\"phase2\"}"}
2017-07-20 10:51:44 | 8463 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/adminmember\/get_custom_field_rule?t=1500519104","param":{"inter_id":"a484619482"},"timeout":20,"usetime":0.10191917419434,"result":"{\"id\":\"12\",\"inter_id\":\"a484619482\",\"value\":\"{\\\"balance_use\\\":\\\"t\\\",\\\"credit_use\\\":\\\"t\\\",\\\"credit\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5206\\\"},\\\"balance\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5e01\\\"},\\\"inter_id\\\":\\\"a484619482\\\",\\\"config_id\\\":\\\"12\\\"}\",\"createtime\":\"2017-03-27 19:30:51\",\"last_update_time\":\"2017-04-06 10:20:14\"}"}
2017-07-20 10:51:45 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center/member_center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/accesstoken\/get?t=1500519105","param":{"id":"vip","secret":"iwide30vip"},"timeout":20,"usetime":0.10284900665283,"result":"{\"data\":\"5be47b03ae2b63d0b2e0c2044b72373e6ef23da947682bbb9060678d93c886dba1fa0bdaf30ea284\",\"expire\":86400}"}
2017-07-20 10:51:46 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center/member_center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/api\/member\/notify_new?t=1500519105","param":{"inter_id":"a484619482","token":"5be47b03ae2b63d0b2e0c2044b72373e6ef23da947682bbb9060678d93c886dba1fa0bdaf30ea284","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":1.1550040245056,"result":"{\"err\":\"0\",\"msg\":\"ok\"}"}
2017-07-20 10:51:46 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center/member_center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/save_memberinfo?t=1500519106","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo","data":{"nickname":"Mr.plum","is_auto":1}},"timeout":20,"usetime":0.28861784934998,"result":"{\"err\":\"40003\",\"msg\":\"\\u4fdd\\u5b58\\u5931\\u8d25\\u6216\\u6570\\u636e\\u6ca1\\u6709\\u6539\\u53d8\"}"}
2017-07-20 10:51:47 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center/member_center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/member_template?t=1500519106","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":0.10868501663208,"result":"{\"data\":\"phase2\"}"}
2017-07-20 10:51:47 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center/member_center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/adminmember\/get_custom_field_rule?t=1500519107","param":{"inter_id":"a484619482"},"timeout":20,"usetime":0.10033893585205,"result":"{\"id\":\"12\",\"inter_id\":\"a484619482\",\"value\":\"{\\\"balance_use\\\":\\\"t\\\",\\\"credit_use\\\":\\\"t\\\",\\\"credit\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5206\\\"},\\\"balance\\\":{\\\"default\\\":\\\"f\\\",\\\"name\\\":\\\"\\\\u5fae\\\\u83cc\\\\u5e01\\\"},\\\"inter_id\\\":\\\"a484619482\\\",\\\"config_id\\\":\\\"12\\\"}\",\"createtime\":\"2017-03-27 19:30:51\",\"last_update_time\":\"2017-04-06 10:20:14\"}"}
2017-07-20 10:51:47 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center/member_center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/member\/center?t=1500519107","param":{"inter_id":"a484619482","openid":"oX3WojklzII6FwXZkN2ob0MpBzHo"},"timeout":20,"usetime":0.12518405914307,"result":"{\"data\":{\"member_id\":\"8495922\",\"inter_id\":\"a484619482\",\"open_id\":\"oX3WojklzII6FwXZkN2ob0MpBzHo\",\"mem_card_no\":\"8595922\",\"login_accumulate\":\"0\",\"createtime\":\"1485137901\",\"last_update_time\":\"2017-06-22 17:55:30\",\"member_info_id\":\"10637986\",\"open_id_current_login\":\"oX3WojklzII6FwXZkN2ob0MpBzHo\",\"pms_type\":\"DefaultPms\",\"member_mode\":\"2\",\"name\":\"\",\"sex\":\"3\",\"birth\":\"4294967295\",\"telephone\":\"\",\"cellphone\":\"\",\"qq\":\"\",\"email\":\"\",\"id_card_no\":\"\",\"address\":\"\",\"is_active\":\"t\",\"is_login\":\"t\",\"member_lvl_id\":\"347\",\"lvl_pms_code\":\",A,\",\"membership_number\":\"10737986\",\"password\":\"\",\"nickname\":\"Mr.plum\",\"growth_value\":\"0\",\"balance\":\"0.00\",\"balance_accumulate\":\"0.00\",\"balance_passwd\":\"\",\"credit\":\"0\",\"credit_expire_type\":\"1\",\"credit_accumulate\":\"0\",\"last_login_time\":\"0\",\"subtime\":\"0\",\"audittime\":\"0\",\"pms_user_id\":\"\",\"member_type\":\"1\",\"company_name\":\"\",\"employee_id\":\"\",\"audit\":\"3\",\"mem_id\":\"0\",\"upgrade_time\":\"0000-00-00 00:00:00\",\"expiretime\":\"0000-00-00 00:00:00\",\"prev_expire_time\":\"0000-00-00 00:00:00\",\"keep_lvl\":\"0\",\"duty\":null,\"member_inter_config_id\":\"1463\",\"type_code\":\"member\",\"value\":\"login\",\"sync_config\":\"1\",\"lvl_name\":\"\\u5fae\\u4fe1\\u7c89\\u4e1d\",\"lvl_pms_code_type\":null,\"up_rule_config\":\"\",\"base_discount\":\"9.8\",\"privilege_remark\":\"\",\"bonus_size\":\"0.000000\",\"is_default\":\"t\",\"credit_up_level\":\"0\",\"deposit_up_level\":\"0\",\"consume_bonus_size\":\"100.000000\",\"lvl_up_sort\":\"1\",\"wx_lvl_bg_url\":\"\",\"ftp_wx_lvl_bg_url\":\"\",\"lvl_icon\":\"\",\"upgrade_night\":\"0\",\"keep_night\":\"0\",\"card_count\":4}}"}
2017-07-20 10:51:48 | 8462 | 127.0.0.1 | 835ce4f316610134f716fef910c6c28e4f3080d2 | /index.php/membervip/center/member_center?id=a484619482 | POST=[] | {"namespace":"core\/MY_Front_Member","curl":"http:\/\/vip.iwide.cn\/vapi\/adminmember\/get_member_center_info?t=1500519107","param":{"inter_id":"a484619482"},"timeout":20,"usetime":0.12200498580933,"result":"{\"data\":{\"nav_id\":\"428\",\"inter_id\":\"a484619482\",\"nav_conf\":\"{\\\"1\\\":[{\\\"icon\\\":\\\"ui_icon1\\\",\\\"modelname\\\":\\\"\\\\u9886\\\\u53d6\\\\u4f1a\\\\u5458\\\\u5361\\\",\\\"link\\\":\\\"http:\\\\\/\\\\\/test1.lostsk.com\\\\\/index.php\\\\\/membervip\\\\\/wechatcard\\\\\/?id=a484619482\\\",\\\"is_login\\\":2,\\\"listorder\\\":\\\"0\\\"}],\\\"2\\\":{\\\"1\\\":{\\\"icon\\\":\\\"ui_icon15\\\",\\\"modelname\\\":\\\"\\\\u8d2d\\\\u4e70\\\\u4f1a\\\\u5458\\\\u5361\\\",\\\"link\\\":\\\"http:\\\\\/\\\\\/test1.lostsk.com\\\\\/index.php\\\\\/membervip\\\\\/depositcard?id=a484619482\\\",\\\"is_login\\\":2,\\\"listorder\\\":\\\"1\\\"},\\\"0\\\":{\\\"icon\\\":\\\"ui_icon14\\\",\\\"modelname\\\":\\\"\\\\u4f1a\\\\u5458\\\\u50a8\\\\u503c\\\",\\\"link\\\":\\\"http:\\\\\/\\\\\/test1.lostsk.com\\\\\/index.php\\\\\/membervip\\\\\/depositcard\\\\\/buydeposit?id=a484619482\\\",\\\"is_login\\\":2,\\\"listorder\\\":\\\"2\\\"},\\\"2\\\":{\\\"icon\\\":\\\"ui_icon13\\\",\\\"modelname\\\":\\\"\\\\u4f1a\\\\u5458\\\\u7ed1\\\\u5b9a\\\",\\\"link\\\":\\\"http:\\\\\/\\\\\/test1.lostsk.com\\\\\/index.php\\\\\/membervip\\\\\/login\\\\\/binning_login?id=a484619482\\\",\\\"is_login\\\":2,\\\"listorder\\\":\\\"6\\\"}},\\\"3\\\":[{\\\"icon\\\":\\\"ui_icon5\\\",\\\"modelname\\\":\\\"\\\\u7b7e\\\\u5230\\\",\\\"link\\\":\\\"http:\\\\\/\\\\\/test1.lostsk.com\\\\\/index.php\\\\\/membervip\\\\\/sign\\\\\/index?id=a484619482\\\",\\\"is_login\\\":2,\\\"listorder\\\":\\\"3\\\"},{\\\"icon\\\":\\\"ui_icon13\\\",\\\"modelname\\\":\\\"\\\\u9080\\\\u8bf7\\\\u597d\\\\u53cb\\\",\\\"link\\\":\\\"http:\\\\\/\\\\\/test1.lostsk.com\\\\\/index.php\\\\\/membervip\\\\\/invitate?id=a484619482\\\\u3000\\\",\\\"is_login\\\":2,\\\"listorder\\\":\\\"4\\\"}],\\\"4\\\":[{\\\"icon\\\":\\\"ui_icon7\\\",\\\"modelname\\\":\\\"\\\\u5168\\\\u5458\\\\u5206\\\\u9500\\\",\\\"link\\\":\\\"http:\\\\\/\\\\\/test1.lostsk.com\\\\\/index.php\\\\\/distribute\\\\\/distribute\\\\\/reg?id=a484619482\\\",\\\"is_login\\\":2,\\\"listorder\\\":\\\"5\\\"}]}\",\"createtime\":\"0\",\"last_uptate_time\":\"2017-06-28 15:10:27\"}}"}
